dataset,article,strategy,summac
basil,basil_99_nyt,vanilla,0.3173
mpqa,mpqa_0,cot,0.2298
mpqa,mpqa_0,cot_fewshot,0.5202
mpqa,mpqa_0,cot_fewshot_mft,0.2264
mpqa,mpqa_0,oracle,0.2858
mpqa,mpqa_0,simple,0.235
mpqa,mpqa_0,simple_fewshot,0.2658
mpqa,mpqa_0,simple_fewshot_mft,0.2423
mpqa,mpqa_0,vanilla,0.3145
mpqa,mpqa_1,cot,0.278
mpqa,mpqa_1,cot_fewshot,0.2369
mpqa,mpqa_1,cot_fewshot_mft,0.4205
mpqa,mpqa_1,oracle,0.3867
mpqa,mpqa_1,simple,0.2147
mpqa,mpqa_1,simple_fewshot,0.239
mpqa,mpqa_1,simple_fewshot_mft,0.2217
mpqa,mpqa_1,vanilla,0.4458
mpqa,mpqa_10,cot,0.3131
mpqa,mpqa_10,cot_fewshot,-1.0
mpqa,mpqa_10,cot_fewshot_mft,-1.0
mpqa,mpqa_10,oracle,0.3291
mpqa,mpqa_10,simple,0.3396
mpqa,mpqa_10,simple_fewshot,0.311
mpqa,mpqa_10,simple_fewshot_mft,-1.0
mpqa,mpqa_10,vanilla,0.3347
mpqa,mpqa_11,cot,0.2705
mpqa,mpqa_11,cot_fewshot,0.2728
mpqa,mpqa_11,cot_fewshot_mft,0.2747
mpqa,mpqa_11,oracle,0.2785
mpqa,mpqa_11,simple,0.2824
mpqa,mpqa_11,simple_fewshot,0.2691
mpqa,mpqa_11,simple_fewshot_mft,0.2882
mpqa,mpqa_11,vanilla,0.2629
mpqa,mpqa_12,cot,0.2223
mpqa,mpqa_12,cot_fewshot,0.203
mpqa,mpqa_12,cot_fewshot_mft,0.2076
mpqa,mpqa_12,oracle,0.205
mpqa,mpqa_12,simple,0.2036
mpqa,mpqa_12,simple_fewshot,0.2057
mpqa,mpqa_12,simple_fewshot_mft,0.2064
mpqa,mpqa_12,vanilla,0.2155
mpqa,mpqa_13,cot,0.2302
mpqa,mpqa_13,cot_fewshot,0.2204
mpqa,mpqa_13,cot_fewshot_mft,0.2357
mpqa,mpqa_13,oracle,0.2143
mpqa,mpqa_13,simple,0.2195
mpqa,mpqa_13,simple_fewshot,0.217
mpqa,mpqa_13,simple_fewshot_mft,0.2153
mpqa,mpqa_13,vanilla,0.5373
mpqa,mpqa_14,cot,0.3281
mpqa,mpqa_14,cot_fewshot,0.2991
mpqa,mpqa_14,cot_fewshot_mft,0.2109
mpqa,mpqa_14,oracle,0.2432
mpqa,mpqa_14,simple,0.2244
mpqa,mpqa_14,simple_fewshot,0.2478
mpqa,mpqa_14,simple_fewshot_mft,0.2184
mpqa,mpqa_14,vanilla,0.2236
mpqa,mpqa_15,cot,0.3985
mpqa,mpqa_15,cot_fewshot,0.2205
mpqa,mpqa_15,cot_fewshot_mft,0.2309
mpqa,mpqa_15,oracle,0.2415
mpqa,mpqa_15,simple,0.2141
mpqa,mpqa_15,simple_fewshot,0.2133
mpqa,mpqa_15,simple_fewshot_mft,0.2182
mpqa,mpqa_15,vanilla,0.2218
mpqa,mpqa_16,cot,0.3078
mpqa,mpqa_16,cot_fewshot,0.2189
mpqa,mpqa_16,cot_fewshot_mft,0.2175
mpqa,mpqa_16,oracle,0.2221
mpqa,mpqa_16,simple,0.22
mpqa,mpqa_16,simple_fewshot,0.23
mpqa,mpqa_16,simple_fewshot_mft,0.2213
mpqa,mpqa_16,vanilla,0.3678
mpqa,mpqa_17,cot,0.2885
mpqa,mpqa_17,cot_fewshot,0.2324
mpqa,mpqa_17,cot_fewshot_mft,0.2616
mpqa,mpqa_17,oracle,0.3817
mpqa,mpqa_17,simple,0.2263
mpqa,mpqa_17,simple_fewshot,0.2245
mpqa,mpqa_17,simple_fewshot_mft,0.2298
mpqa,mpqa_17,vanilla,0.2615
mpqa,mpqa_18,cot,0.2954
mpqa,mpqa_18,cot_fewshot,0.2178
mpqa,mpqa_18,cot_fewshot_mft,0.2179
mpqa,mpqa_18,oracle,0.2236
mpqa,mpqa_18,simple,0.2214
mpqa,mpqa_18,simple_fewshot,0.2199
mpqa,mpqa_18,simple_fewshot_mft,0.2266
mpqa,mpqa_18,vanilla,0.3136
mpqa,mpqa_19,cot,0.2562
mpqa,mpqa_19,cot_fewshot,0.2805
mpqa,mpqa_19,cot_fewshot_mft,0.2228
mpqa,mpqa_19,oracle,0.3331
mpqa,mpqa_19,simple,0.217
mpqa,mpqa_19,simple_fewshot,0.2179
mpqa,mpqa_19,simple_fewshot_mft,0.2298
mpqa,mpqa_19,vanilla,0.3838
mpqa,mpqa_2,cot,0.3395
mpqa,mpqa_2,cot_fewshot,0.3017
mpqa,mpqa_2,cot_fewshot_mft,0.275
mpqa,mpqa_2,oracle,0.222
mpqa,mpqa_2,simple,0.5125
mpqa,mpqa_2,simple_fewshot,0.2192
mpqa,mpqa_2,simple_fewshot_mft,0.2195
mpqa,mpqa_2,vanilla,0.3865
mpqa,mpqa_20,cot,0.2276
mpqa,mpqa_20,cot_fewshot,0.2963
mpqa,mpqa_20,cot_fewshot_mft,0.2347
mpqa,mpqa_20,oracle,0.232
mpqa,mpqa_20,simple,0.2361
mpqa,mpqa_20,simple_fewshot,0.2277
mpqa,mpqa_20,simple_fewshot_mft,0.2388
mpqa,mpqa_20,vanilla,0.2361
mpqa,mpqa_21,cot,0.3969
mpqa,mpqa_21,cot_fewshot,0.2392
mpqa,mpqa_21,cot_fewshot_mft,0.2337
mpqa,mpqa_21,oracle,0.3306
mpqa,mpqa_21,simple,0.33
mpqa,mpqa_21,simple_fewshot,0.4291
mpqa,mpqa_21,simple_fewshot_mft,0.2215
mpqa,mpqa_21,vanilla,0.3675
mpqa,mpqa_22,cot,0.2371
mpqa,mpqa_22,cot_fewshot,0.241
mpqa,mpqa_22,cot_fewshot_mft,0.2459
mpqa,mpqa_22,oracle,0.2245
mpqa,mpqa_22,simple,0.2265
mpqa,mpqa_22,simple_fewshot,0.2254
mpqa,mpqa_22,simple_fewshot_mft,0.2266
mpqa,mpqa_22,vanilla,0.227
mpqa,mpqa_23,cot,0.2997
mpqa,mpqa_23,cot_fewshot,0.295
mpqa,mpqa_23,cot_fewshot_mft,0.2308
mpqa,mpqa_23,oracle,0.2549
mpqa,mpqa_23,simple,0.2383
mpqa,mpqa_23,simple_fewshot,0.2251
mpqa,mpqa_23,simple_fewshot_mft,0.2312
mpqa,mpqa_23,vanilla,0.2671
mpqa,mpqa_24,cot,0.2434
mpqa,mpqa_24,cot_fewshot,0.243
mpqa,mpqa_24,cot_fewshot_mft,0.2414
mpqa,mpqa_24,oracle,0.2519
mpqa,mpqa_24,simple,0.2473
mpqa,mpqa_24,simple_fewshot,0.2417
mpqa,mpqa_24,simple_fewshot_mft,0.2429
mpqa,mpqa_24,vanilla,0.2423
mpqa,mpqa_25,cot,0.2397
mpqa,mpqa_25,cot_fewshot,0.2435
mpqa,mpqa_25,cot_fewshot_mft,0.2395
mpqa,mpqa_25,oracle,0.3069
mpqa,mpqa_25,simple,0.2378
mpqa,mpqa_25,simple_fewshot,0.24
mpqa,mpqa_25,simple_fewshot_mft,0.239
mpqa,mpqa_25,vanilla,0.235
mpqa,mpqa_26,cot,0.2674
mpqa,mpqa_26,cot_fewshot,0.2465
mpqa,mpqa_26,cot_fewshot_mft,0.2549
mpqa,mpqa_26,oracle,0.2672
mpqa,mpqa_26,simple,0.2476
mpqa,mpqa_26,simple_fewshot,0.251
mpqa,mpqa_26,simple_fewshot_mft,0.2443
mpqa,mpqa_26,vanilla,0.2882
mpqa,mpqa_27,cot,0.2483
mpqa,mpqa_27,cot_fewshot,0.2499
mpqa,mpqa_27,cot_fewshot_mft,0.2462
mpqa,mpqa_27,oracle,0.2441
mpqa,mpqa_27,simple,0.2474
mpqa,mpqa_27,simple_fewshot,0.2724
mpqa,mpqa_27,simple_fewshot_mft,0.2466
mpqa,mpqa_27,vanilla,0.2427
mpqa,mpqa_28,cot,0.2455
mpqa,mpqa_28,cot_fewshot,0.251
mpqa,mpqa_28,cot_fewshot_mft,0.2563
mpqa,mpqa_28,oracle,0.2416
mpqa,mpqa_28,simple,0.2529
mpqa,mpqa_28,simple_fewshot,0.2563
mpqa,mpqa_28,simple_fewshot_mft,0.2501
mpqa,mpqa_28,vanilla,0.3153
mpqa,mpqa_29,cot,0.2679
mpqa,mpqa_29,cot_fewshot,0.2795
mpqa,mpqa_29,cot_fewshot_mft,0.3558
mpqa,mpqa_29,oracle,0.2734
mpqa,mpqa_29,simple,0.287
mpqa,mpqa_29,simple_fewshot,0.2685
mpqa,mpqa_29,simple_fewshot_mft,0.3592
mpqa,mpqa_29,vanilla,0.3191
mpqa,mpqa_3,cot,0.2751
mpqa,mpqa_3,cot_fewshot,0.2317
mpqa,mpqa_3,cot_fewshot_mft,0.2323
mpqa,mpqa_3,oracle,0.4029
mpqa,mpqa_3,simple,0.2598
mpqa,mpqa_3,simple_fewshot,0.2249
mpqa,mpqa_3,simple_fewshot_mft,0.2422
mpqa,mpqa_3,vanilla,0.291
mpqa,mpqa_30,cot,0.2645
mpqa,mpqa_30,cot_fewshot,0.2674
mpqa,mpqa_30,cot_fewshot_mft,0.2564
mpqa,mpqa_30,oracle,0.2657
mpqa,mpqa_30,simple,0.2565
mpqa,mpqa_30,simple_fewshot,0.2499
mpqa,mpqa_30,simple_fewshot_mft,0.2545
mpqa,mpqa_30,vanilla,0.3665
mpqa,mpqa_31,cot,0.2714
mpqa,mpqa_31,cot_fewshot,0.2934
mpqa,mpqa_31,cot_fewshot_mft,0.2749
mpqa,mpqa_31,oracle,0.2679
mpqa,mpqa_31,simple,0.2614
mpqa,mpqa_31,simple_fewshot,0.2841
mpqa,mpqa_31,simple_fewshot_mft,0.2679
mpqa,mpqa_31,vanilla,0.2758
mpqa,mpqa_32,cot,0.2749
mpqa,mpqa_32,cot_fewshot,0.2816
mpqa,mpqa_32,cot_fewshot_mft,0.2882
mpqa,mpqa_32,oracle,0.2697
mpqa,mpqa_32,simple,0.2944
mpqa,mpqa_32,simple_fewshot,0.2767
mpqa,mpqa_32,simple_fewshot_mft,0.2752
mpqa,mpqa_32,vanilla,0.2746
mpqa,mpqa_33,cot,0.2839
mpqa,mpqa_33,cot_fewshot,0.2501
mpqa,mpqa_33,cot_fewshot_mft,0.2768
mpqa,mpqa_33,oracle,0.2423
mpqa,mpqa_33,simple,0.3153
mpqa,mpqa_33,simple_fewshot,0.2419
mpqa,mpqa_33,simple_fewshot_mft,0.2398
mpqa,mpqa_33,vanilla,0.2524
mpqa,mpqa_34,cot,0.2818
mpqa,mpqa_34,cot_fewshot,-1.0
mpqa,mpqa_34,cot_fewshot_mft,0.2553
mpqa,mpqa_34,oracle,0.4328
mpqa,mpqa_34,simple,0.3182
mpqa,mpqa_34,simple_fewshot,0.5055
mpqa,mpqa_34,simple_fewshot_mft,0.224
mpqa,mpqa_34,vanilla,0.6038
mpqa,mpqa_35,cot,0.2657
mpqa,mpqa_35,cot_fewshot,0.3
mpqa,mpqa_35,cot_fewshot_mft,0.314
mpqa,mpqa_35,oracle,0.2568
mpqa,mpqa_35,simple,0.2552
mpqa,mpqa_35,simple_fewshot,0.2587
mpqa,mpqa_35,simple_fewshot_mft,0.2553
mpqa,mpqa_35,vanilla,0.2505
mpqa,mpqa_36,cot,0.2839
mpqa,mpqa_36,cot_fewshot,0.2993
mpqa,mpqa_36,cot_fewshot_mft,0.2856
mpqa,mpqa_36,oracle,0.2747
mpqa,mpqa_36,simple,0.2724
mpqa,mpqa_36,simple_fewshot,0.2873
mpqa,mpqa_36,simple_fewshot_mft,0.3405
mpqa,mpqa_36,vanilla,0.2832
mpqa,mpqa_37,cot,0.2973
mpqa,mpqa_37,cot_fewshot,0.3556
mpqa,mpqa_37,cot_fewshot_mft,0.2444
mpqa,mpqa_37,oracle,0.3549
mpqa,mpqa_37,simple,0.2216
mpqa,mpqa_37,simple_fewshot,0.3153
mpqa,mpqa_37,simple_fewshot_mft,0.2288
mpqa,mpqa_37,vanilla,0.2319
mpqa,mpqa_38,cot,0.2477
mpqa,mpqa_38,cot_fewshot,0.2297
mpqa,mpqa_38,cot_fewshot_mft,0.2319
mpqa,mpqa_38,oracle,0.2478
mpqa,mpqa_38,simple,0.2326
mpqa,mpqa_38,simple_fewshot,0.2243
mpqa,mpqa_38,simple_fewshot_mft,0.2512
mpqa,mpqa_38,vanilla,0.2431
mpqa,mpqa_39,cot,0.2395
mpqa,mpqa_39,cot_fewshot,0.2387
mpqa,mpqa_39,cot_fewshot_mft,0.2337
mpqa,mpqa_39,oracle,0.2405
mpqa,mpqa_39,simple,0.2808
mpqa,mpqa_39,simple_fewshot,0.2372
mpqa,mpqa_39,simple_fewshot_mft,0.2294
mpqa,mpqa_39,vanilla,0.26
mpqa,mpqa_4,cot,0.2706
mpqa,mpqa_4,cot_fewshot,0.3446
mpqa,mpqa_4,cot_fewshot_mft,0.2676
mpqa,mpqa_4,oracle,0.2804
mpqa,mpqa_4,simple,0.2775
mpqa,mpqa_4,simple_fewshot,0.268
mpqa,mpqa_4,simple_fewshot_mft,0.2856
mpqa,mpqa_4,vanilla,0.3241
mpqa,mpqa_40,cot,0.226
mpqa,mpqa_40,cot_fewshot,0.3499
mpqa,mpqa_40,cot_fewshot_mft,0.2824
mpqa,mpqa_40,oracle,0.2532
mpqa,mpqa_40,simple,0.2281
mpqa,mpqa_40,simple_fewshot,0.2276
mpqa,mpqa_40,simple_fewshot_mft,0.2326
mpqa,mpqa_40,vanilla,0.2172
mpqa,mpqa_41,cot,0.2889
mpqa,mpqa_41,cot_fewshot,0.3551
mpqa,mpqa_41,cot_fewshot_mft,0.2413
mpqa,mpqa_41,oracle,0.2648
mpqa,mpqa_41,simple,0.3753
mpqa,mpqa_41,simple_fewshot,0.2843
mpqa,mpqa_41,simple_fewshot_mft,0.2346
mpqa,mpqa_41,vanilla,0.5209
mpqa,mpqa_42,cot,0.279
mpqa,mpqa_42,cot_fewshot,0.2276
mpqa,mpqa_42,cot_fewshot_mft,0.2461
mpqa,mpqa_42,oracle,0.2307
mpqa,mpqa_42,simple,0.2374
mpqa,mpqa_42,simple_fewshot,0.2511
mpqa,mpqa_42,simple_fewshot_mft,0.2944
mpqa,mpqa_42,vanilla,0.2407
mpqa,mpqa_43,cot,0.2824
mpqa,mpqa_43,cot_fewshot,0.2963
mpqa,mpqa_43,cot_fewshot_mft,0.2669
mpqa,mpqa_43,oracle,0.273
mpqa,mpqa_43,simple,0.2728
mpqa,mpqa_43,simple_fewshot,0.2639
mpqa,mpqa_43,simple_fewshot_mft,0.2844
mpqa,mpqa_43,vanilla,0.3438
mpqa,mpqa_44,cot,0.218
mpqa,mpqa_44,cot_fewshot,0.3638
mpqa,mpqa_44,cot_fewshot_mft,0.2161
mpqa,mpqa_44,oracle,0.2613
mpqa,mpqa_44,simple,0.2207
mpqa,mpqa_44,simple_fewshot,0.2234
mpqa,mpqa_44,simple_fewshot_mft,0.2229
mpqa,mpqa_44,vanilla,0.3656
mpqa,mpqa_45,cot,0.2556
mpqa,mpqa_45,cot_fewshot,0.2495
mpqa,mpqa_45,cot_fewshot_mft,0.2468
mpqa,mpqa_45,oracle,0.2656
mpqa,mpqa_45,simple,0.247
mpqa,mpqa_45,simple_fewshot,0.3531
mpqa,mpqa_45,simple_fewshot_mft,0.292
mpqa,mpqa_45,vanilla,0.2443
mpqa,mpqa_46,cot,0.3118
mpqa,mpqa_46,cot_fewshot,0.2331
mpqa,mpqa_46,cot_fewshot_mft,0.2329
mpqa,mpqa_46,oracle,0.3016
mpqa,mpqa_46,simple,0.2668
mpqa,mpqa_46,simple_fewshot,0.2322
mpqa,mpqa_46,simple_fewshot_mft,0.3516
mpqa,mpqa_46,vanilla,0.2572
mpqa,mpqa_47,cot,0.2262
mpqa,mpqa_47,cot_fewshot,0.2298
mpqa,mpqa_47,cot_fewshot_mft,0.2503
mpqa,mpqa_47,oracle,0.2699
mpqa,mpqa_47,simple,0.3139
mpqa,mpqa_47,simple_fewshot,0.2248
mpqa,mpqa_47,simple_fewshot_mft,0.2326
mpqa,mpqa_47,vanilla,0.3216
mpqa,mpqa_48,cot,0.3514
mpqa,mpqa_48,cot_fewshot,0.383
mpqa,mpqa_48,cot_fewshot_mft,0.4327
mpqa,mpqa_48,oracle,0.3933
mpqa,mpqa_48,simple,0.382
mpqa,mpqa_48,simple_fewshot,0.2671
mpqa,mpqa_48,simple_fewshot_mft,0.2365
mpqa,mpqa_48,vanilla,0.473
mpqa,mpqa_49,cot,0.2129
mpqa,mpqa_49,cot_fewshot,0.2118
mpqa,mpqa_49,cot_fewshot_mft,0.2143
mpqa,mpqa_49,oracle,0.211
mpqa,mpqa_49,simple,0.2116
mpqa,mpqa_49,simple_fewshot,0.2175
mpqa,mpqa_49,simple_fewshot_mft,0.2045
mpqa,mpqa_49,vanilla,0.2235
mpqa,mpqa_5,cot,0.29
mpqa,mpqa_5,cot_fewshot,0.2599
mpqa,mpqa_5,cot_fewshot_mft,0.2256
mpqa,mpqa_5,oracle,0.2882
mpqa,mpqa_5,simple,0.22
mpqa,mpqa_5,simple_fewshot,0.2315
mpqa,mpqa_5,simple_fewshot_mft,0.2235
mpqa,mpqa_5,vanilla,0.2918
mpqa,mpqa_50,cot,0.2359
mpqa,mpqa_50,cot_fewshot,0.2511
mpqa,mpqa_50,cot_fewshot_mft,0.2401
mpqa,mpqa_50,oracle,0.2406
mpqa,mpqa_50,simple,0.2686
mpqa,mpqa_50,simple_fewshot,0.2419
mpqa,mpqa_50,simple_fewshot_mft,0.244
mpqa,mpqa_50,vanilla,0.5519
mpqa,mpqa_51,cot,0.3149
mpqa,mpqa_51,cot_fewshot,0.2631
mpqa,mpqa_51,cot_fewshot_mft,0.2429
mpqa,mpqa_51,oracle,0.3658
mpqa,mpqa_51,simple,0.2592
mpqa,mpqa_51,simple_fewshot,0.2426
mpqa,mpqa_51,simple_fewshot_mft,0.2569
mpqa,mpqa_51,vanilla,0.2388
mpqa,mpqa_52,cot,0.4053
mpqa,mpqa_52,cot_fewshot,0.2366
mpqa,mpqa_52,cot_fewshot_mft,0.2835
mpqa,mpqa_52,oracle,0.2277
mpqa,mpqa_52,simple,0.232
mpqa,mpqa_52,simple_fewshot,0.2299
mpqa,mpqa_52,simple_fewshot_mft,0.2382
mpqa,mpqa_52,vanilla,0.2393
mpqa,mpqa_53,cot,0.2261
mpqa,mpqa_53,cot_fewshot,0.2263
mpqa,mpqa_53,cot_fewshot_mft,0.2401
mpqa,mpqa_53,oracle,0.2207
mpqa,mpqa_53,simple,0.2285
mpqa,mpqa_53,simple_fewshot,0.2234
mpqa,mpqa_53,simple_fewshot_mft,0.2267
mpqa,mpqa_53,vanilla,0.28
mpqa,mpqa_54,cot,0.3078
mpqa,mpqa_54,cot_fewshot,0.2886
mpqa,mpqa_54,cot_fewshot_mft,0.4006
mpqa,mpqa_54,oracle,0.3283
mpqa,mpqa_54,simple,0.3086
mpqa,mpqa_54,simple_fewshot,0.3011
mpqa,mpqa_54,simple_fewshot_mft,0.2842
mpqa,mpqa_54,vanilla,0.3561
mpqa,mpqa_55,cot,0.3856
mpqa,mpqa_55,cot_fewshot,0.2184
mpqa,mpqa_55,cot_fewshot_mft,0.3504
mpqa,mpqa_55,oracle,0.2212
mpqa,mpqa_55,simple,0.2222
mpqa,mpqa_55,simple_fewshot,0.2166
mpqa,mpqa_55,simple_fewshot_mft,0.2187
mpqa,mpqa_55,vanilla,0.2143
mpqa,mpqa_56,cot,0.2412
mpqa,mpqa_56,cot_fewshot,0.223
mpqa,mpqa_56,cot_fewshot_mft,0.2257
mpqa,mpqa_56,oracle,0.2926
mpqa,mpqa_56,simple,0.2271
mpqa,mpqa_56,simple_fewshot,0.2233
mpqa,mpqa_56,simple_fewshot_mft,0.228
mpqa,mpqa_56,vanilla,0.2389
mpqa,mpqa_57,cot,0.3128
mpqa,mpqa_57,cot_fewshot,0.2824
mpqa,mpqa_57,cot_fewshot_mft,0.287
mpqa,mpqa_57,oracle,0.2699
mpqa,mpqa_57,simple,0.335
mpqa,mpqa_57,simple_fewshot,0.2614
mpqa,mpqa_57,simple_fewshot_mft,0.2828
mpqa,mpqa_57,vanilla,0.2801
mpqa,mpqa_58,cot,0.3719
mpqa,mpqa_58,cot_fewshot,0.3683
mpqa,mpqa_58,cot_fewshot_mft,0.4438
mpqa,mpqa_58,oracle,0.4094
mpqa,mpqa_58,simple,0.428
mpqa,mpqa_58,simple_fewshot,0.4675
mpqa,mpqa_58,simple_fewshot_mft,0.4395
mpqa,mpqa_58,vanilla,0.457
mpqa,mpqa_59,cot,0.2404
mpqa,mpqa_59,cot_fewshot,0.2662
mpqa,mpqa_59,cot_fewshot_mft,0.2317
mpqa,mpqa_59,oracle,0.2289
mpqa,mpqa_59,simple,0.237
mpqa,mpqa_59,simple_fewshot,0.2344
mpqa,mpqa_59,simple_fewshot_mft,0.2257
mpqa,mpqa_59,vanilla,0.3202
mpqa,mpqa_6,cot,0.2594
mpqa,mpqa_6,cot_fewshot,0.2476
mpqa,mpqa_6,cot_fewshot_mft,0.2134
mpqa,mpqa_6,oracle,0.2899
mpqa,mpqa_6,simple,0.2101
mpqa,mpqa_6,simple_fewshot,0.2745
mpqa,mpqa_6,simple_fewshot_mft,0.2341
mpqa,mpqa_6,vanilla,0.3153
mpqa,mpqa_60,cot,0.2639
mpqa,mpqa_60,cot_fewshot,0.2765
mpqa,mpqa_60,cot_fewshot_mft,0.2559
mpqa,mpqa_60,oracle,0.2683
mpqa,mpqa_60,simple,0.263
mpqa,mpqa_60,simple_fewshot,0.2568
mpqa,mpqa_60,simple_fewshot_mft,0.2582
mpqa,mpqa_60,vanilla,0.2722
mpqa,mpqa_61,cot,0.2653
mpqa,mpqa_61,cot_fewshot,0.2327
mpqa,mpqa_61,cot_fewshot_mft,0.2926
mpqa,mpqa_61,oracle,0.2858
mpqa,mpqa_61,simple,0.2418
mpqa,mpqa_61,simple_fewshot,0.2387
mpqa,mpqa_61,simple_fewshot_mft,0.2365
mpqa,mpqa_61,vanilla,0.2416
mpqa,mpqa_62,cot,0.2181
mpqa,mpqa_62,cot_fewshot,0.384
mpqa,mpqa_62,cot_fewshot_mft,0.3329
mpqa,mpqa_62,oracle,0.223
mpqa,mpqa_62,simple,0.2166
mpqa,mpqa_62,simple_fewshot,0.224
mpqa,mpqa_62,simple_fewshot_mft,0.2493
mpqa,mpqa_62,vanilla,0.3809
mpqa,mpqa_63,cot,0.2337
mpqa,mpqa_63,cot_fewshot,0.2327
mpqa,mpqa_63,cot_fewshot_mft,-1.0
mpqa,mpqa_63,oracle,0.3619
mpqa,mpqa_63,simple,0.2303
mpqa,mpqa_63,simple_fewshot,0.2257
mpqa,mpqa_63,simple_fewshot_mft,0.2314
mpqa,mpqa_63,vanilla,0.3606
mpqa,mpqa_64,cot,0.263
mpqa,mpqa_64,cot_fewshot,0.2549
mpqa,mpqa_64,cot_fewshot_mft,0.246
mpqa,mpqa_64,oracle,0.2534
mpqa,mpqa_64,simple,0.2485
mpqa,mpqa_64,simple_fewshot,0.2378
mpqa,mpqa_64,simple_fewshot_mft,0.2509
mpqa,mpqa_64,vanilla,0.2561
mpqa,mpqa_65,cot,0.4137
mpqa,mpqa_65,cot_fewshot,0.2491
mpqa,mpqa_65,cot_fewshot_mft,0.2462
mpqa,mpqa_65,oracle,0.3406
mpqa,mpqa_65,simple,0.2522
mpqa,mpqa_65,simple_fewshot,0.2586
mpqa,mpqa_65,simple_fewshot_mft,0.2515
mpqa,mpqa_65,vanilla,0.3895
mpqa,mpqa_66,cot,0.3053
mpqa,mpqa_66,cot_fewshot,0.2874
mpqa,mpqa_66,cot_fewshot_mft,0.2622
mpqa,mpqa_66,oracle,0.24
mpqa,mpqa_66,simple,0.2475
mpqa,mpqa_66,simple_fewshot,0.2513
mpqa,mpqa_66,simple_fewshot_mft,0.2484
mpqa,mpqa_66,vanilla,0.3858
mpqa,mpqa_67,cot,0.2303
mpqa,mpqa_67,cot_fewshot,0.2365
mpqa,mpqa_67,cot_fewshot_mft,0.2365
mpqa,mpqa_67,oracle,0.2261
mpqa,mpqa_67,simple,0.226
mpqa,mpqa_67,simple_fewshot,0.2298
mpqa,mpqa_67,simple_fewshot_mft,0.2345
mpqa,mpqa_67,vanilla,0.3181
mpqa,mpqa_68,cot,0.2451
mpqa,mpqa_68,cot_fewshot,0.2333
mpqa,mpqa_68,cot_fewshot_mft,0.3164
mpqa,mpqa_68,oracle,0.2978
mpqa,mpqa_68,simple,0.2277
mpqa,mpqa_68,simple_fewshot,0.2196
mpqa,mpqa_68,simple_fewshot_mft,0.2162
mpqa,mpqa_68,vanilla,0.2244
mpqa,mpqa_69,cot,0.2293
mpqa,mpqa_69,cot_fewshot,0.2199
mpqa,mpqa_69,cot_fewshot_mft,0.2218
mpqa,mpqa_69,oracle,0.235
mpqa,mpqa_69,simple,0.2428
mpqa,mpqa_69,simple_fewshot,0.2244
mpqa,mpqa_69,simple_fewshot_mft,0.2295
mpqa,mpqa_69,vanilla,0.2321
mpqa,mpqa_7,cot,0.313
mpqa,mpqa_7,cot_fewshot,0.2523
mpqa,mpqa_7,cot_fewshot_mft,0.2619
mpqa,mpqa_7,oracle,0.2526
mpqa,mpqa_7,simple,0.3147
mpqa,mpqa_7,simple_fewshot,0.3486
mpqa,mpqa_7,simple_fewshot_mft,0.2764
mpqa,mpqa_7,vanilla,0.2759
mpqa,mpqa_8,cot,0.4562
mpqa,mpqa_8,cot_fewshot,0.7811
mpqa,mpqa_8,cot_fewshot_mft,0.6425
mpqa,mpqa_8,oracle,0.57
mpqa,mpqa_8,simple,0.2093
mpqa,mpqa_8,simple_fewshot,0.2142
mpqa,mpqa_8,simple_fewshot_mft,0.2085
mpqa,mpqa_8,vanilla,0.5374
mpqa,mpqa_9,cot,0.2311
mpqa,mpqa_9,cot_fewshot,0.2318
mpqa,mpqa_9,cot_fewshot_mft,0.2369
mpqa,mpqa_9,oracle,0.2314
mpqa,mpqa_9,simple,0.2287
mpqa,mpqa_9,simple_fewshot,0.2304
mpqa,mpqa_9,simple_fewshot_mft,0.234
mpqa,mpqa_9,vanilla,0.2897
